,uri,popularity
9074,spotify:track:1tbjeelOKIjolYNUNnPMAD,57
9075,spotify:track:4eNMtxicsJHrc28ydkX2rW,42
9076,spotify:track:3e7JlV84PxGFziyaTMqmBB,39
9077,spotify:track:7IkNEZUPTvouYW8QYnHymd,39
9078,spotify:track:5VTCc6F12w39dCpQS4xtej,29
9079,spotify:track:634xcMDHi6CDtBoxW3aDKC,31
9080,spotify:track:2PtUy1kKIacA7KDDSvfrPN,28
9081,spotify:track:77WO0JSWRfhu0ek3Zp2amk,47
9082,spotify:track:0yUDhWRdbUkRO5sy5mPcNI,0
9083,spotify:track:5Ct4HWQ2wIBU9KPKr94P55,0
9084,spotify:track:1oTo3ijRbaDAtrjJrGAPSw,69
9085,spotify:track:14toZb5NT1qgUX9JWTPVej,0
9086,spotify:track:2bnWj5U2H33j08IEwb7ZxE,0
9087,spotify:track:4M6pI3JTQ7Fcavu4MytcL6,0
9088,spotify:track:5oHFK1hE169RpwMlv5mJsC,0
9089,spotify:track:2PXOOsCze0z7ezhzctXwD9,0
9090,spotify:track:0xBM3pJ8bwpFFWelb20Zjg,40
9091,spotify:track:59Bh54xKNPQRmSxUuysmaH,49
9092,spotify:track:5vukec5paRz2Y29xWfqUs2,36
9093,spotify:track:3vn8azZ94r5Pn6wNmgtD3E,48
9094,spotify:track:6S0ivCrjB5bwJ4oEMoSsM0,39
9095,spotify:track:638hgKHneu3xxrh6TflHNT,37
9096,spotify:track:4uicyqoy9VwvWzxu5nbyDc,48
9097,spotify:track:3rQWKxOJtn2EXr6j3KfHdO,41
9098,spotify:track:0ezNFfzV3hZJRuSeP1H0Ok,0
9099,spotify:track:1Fy9hQQLek2UpOYUEPjiYn,37
9100,spotify:track:1YuT5J5NRB3lMaJ7t2u3ZG,1
9101,spotify:track:2tznHmp70DxMyr2XhWLOW0,74
9102,spotify:track:58jVSXqb2cypfC6fwxrulm,0
9103,spotify:track:5zGrlUCEJy4yMZ5xuqxrr0,55
9104,spotify:track:0gOFuXVXZ3RrYmhhPjum7a,43
9105,spotify:track:6qmWUrLqtHXy7C2UBDEDQh,41
9106,spotify:track:21AHQlJa5Q0s1Jx2PeulUD,42
9107,spotify:track:6aKko28ufdlXTjd4M6QlCa,40
9108,spotify:track:1uxhZNYgK4fL8bN9LSyvk3,37
9109,spotify:track:3bVHCxNyjcBgxGtrS8hhMm,40
9110,spotify:track:5PBnAUS41SZM8vdaHLab2V,22
9111,spotify:track:7waZfrpjfOYktwulz6fo02,49
9112,spotify:track:1qRGWKA2N39p7bYXKasizG,30
9113,spotify:track:0VTt5xd4Zc1YGPV76vDc66,41
9114,spotify:track:1tdqNsiciFLI4nK3xuX80m,0
9115,spotify:track:5XrWLwyEJ3SWWaHdQemK4Y,28
9116,spotify:track:7rV1EQ0ye1fmD1pTl3hyei,0
9117,spotify:track:5oUV6yWdDM0R9Q2CizRhIt,0
9118,spotify:track:4nTZmIdN7nxhfGTwJdyGvG,0
9119,spotify:track:4sebUbjqbcgDSwG6PbSGI0,67
9120,spotify:track:0TfeysMSyoiE4Rzu3fZJ2u,0
9121,spotify:track:4hwKAW5ZmTwDzKWl2jljho,27
9122,spotify:track:0vOH4Ug9whoPOgXn0krllj,9
9123,spotify:track:6pnwfWyaWjQiHCKTiZLItr,66
9124,spotify:track:7AIiiE5eSZOEaYXMi52pIC,38
9125,spotify:track:3n69hLUdIsSa1WlRmjMZlW,72
9126,spotify:track:2mkv1b3dRFyiJ4Ybq31owf,52
9127,spotify:track:4BD4jIwUWV1pfs27lbEd0M,0
9128,spotify:track:58ImA5yX8b5UkLy9MDXwWO,56
9129,spotify:track:23khhseCLQqVMCIT1WMAns,73
9130,spotify:track:3aVyHFxRkf8lSjhWdJ68AW,65
9131,spotify:track:6pTfJ82DLrBoTTaKJrFr7R,46
9132,spotify:track:045sp2JToyTaaKyXkGejPy,68
9133,spotify:track:4pDMkmUffwBvsuZuQx6lQo,36
9134,spotify:track:6ggAYREO7PlFwI2vbOG3dp,56
9135,spotify:track:73Q6RsHfAkW8v8CK4pLF5R,0
9136,spotify:track:3KoJQwhbnEVF57jHkldkPP,27
9137,spotify:track:0QBFqDynMzsxwgaftPvgSi,0
9138,spotify:track:2rnvHrNnkWMcAkl4S1WlRg,57
9139,spotify:track:2w9Qq5cflc8Z6BraiDCyes,11
9140,spotify:track:0GnGS3Hqq7eg2sjMPwHl1F,0
9141,spotify:track:28aQdbPTGP5yVtcxBmTZ5f,0
9142,spotify:track:3xUUTb9OpgHDLsG4oB8t59,22
9143,spotify:track:6kSoZBTDLlyukdWgLM0TUZ,41
9144,spotify:track:4wFzDwH40XrQL067ETa9wy,51
9145,spotify:track:52a6VcF23v5HB7KfDEmBHq,59
9146,spotify:track:524bH4npqu1MTWoezFyhjA,0
9147,spotify:track:2RWs4c3ZJ74WwXlVC3QCQN,63
9148,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,80
9149,spotify:track:1nalr6pgeR33Oqy57JgTVT,37
9150,spotify:track:0uCo4XkdFA9MBvVfkL9HGo,0
9151,spotify:track:0sFvItEeMstcUyZCleYgyj,0
9152,spotify:track:4PxDHEEyHgYC6NUgqMtDFy,59
9153,spotify:track:0eCkBrobTQFiBVqa1p92KA,0
9154,spotify:track:1uoL9GX45dTnmrWQ7Ii1Ft,0
9155,spotify:track:0rjvNm2WJxKLlm0qoZmzVC,52
9156,spotify:track:7jKdgYPDj6AxVU2wk9muN1,61
9157,spotify:track:5UsW4W8VgHrRLDzXQ9XSpt,57
9158,spotify:track:3a0RuyCRfeZwly3mom48nP,35
9159,spotify:track:03RENvqJKYdvWUhbuZwJY3,45
9160,spotify:track:32wrcAmmrWqvf6nzBMrOK1,50
9161,spotify:track:2xc2Qzq0IyWsIbbcihWzzI,19
9162,spotify:track:5WMr0rpgYeYXNSXar5IAvi,55
9163,spotify:track:6h2qCXYJRuAWo7mxSmkrYn,50
9164,spotify:track:3YepPgEDVEXccOBcLHDZ3v,5
9165,spotify:track:2a3SHGbb2dPU4TvbfpMWJF,0
9166,spotify:track:6CTTipcCa8RZX8aY0mttHa,46
9167,spotify:track:0ZAbupc7jAQpG9IxojQ3s3,66
9168,spotify:track:3LYv1fJdCLMBvsqDyzHrCT,0
9169,spotify:track:56fpILiIf6gm5R9DoGsM8U,40
9170,spotify:track:4AFgK4wP1iD5i8BYaLr9Vf,56
9171,spotify:track:4gX5wWBuArhoyV17bVPeBb,44
9172,spotify:track:0Cyui3k9S61bue3uMkBD9S,55
9173,spotify:track:5Oh3cW5gnEEKPsHb1WrVWm,47
9174,spotify:track:4yRtRbhXvKuxfig9nzhcc1,44
9175,spotify:track:5R4HqXCZ6uTjxxnGdLt2S6,57
9176,spotify:track:0C5FYn4NSlG00Qu8QoNXN3,0
9177,spotify:track:09WTQoXMDWiiPXTwOJzoIq,0
9178,spotify:track:11yN6oWrPPJXafJCUkSz2e,41
9179,spotify:track:3nVDOYBJpdCkRR6r1DbZum,54
9180,spotify:track:5Ce9z7GqSknXccyppRxNLY,61
9181,spotify:track:3axkNosdVQLZiq1HakuGhc,65
9182,spotify:track:6JG0qhINKVwiHxqN85j7RG,39
9183,spotify:track:5J4WHWFvEWRd2FBVhcTcmi,56
9184,spotify:track:1kBdsj9S4O3n1WJMNnuJRu,0
9185,spotify:track:1JuChOEPH0Rceq573FGQSK,51
9186,spotify:track:07G5C1wAil4Mp1qjbd3eTR,53
9187,spotify:track:0q75NwOoFiARAVp4EXU4Bs,78
9188,spotify:track:1XcXhu1X0xBFMDFyq0b7Ue,60
9189,spotify:track:3lO38SiB2WAQRqTAHN7WTC,57
9190,spotify:track:7L9g4cPfohScjJ8mGwLQWr,6
9191,spotify:track:2ITxk0AuB58GgFF4MJ1sZ6,0
9192,spotify:track:3wQaW4rEZe7AaDrlrX4eDy,57
9193,spotify:track:1FgmP7AOTcn7MGYmImj0kn,57
9194,spotify:track:0jdny0dhgjUwoIp5GkqEaA,73
9195,spotify:track:33pqg3nzIibVkqS8Q7xMiu,0
9196,spotify:track:7675gjlUZzneYiMrQ9Inx8,46
9197,spotify:track:5522Ut7YYZSv2TjLMLIpEU,42
9198,spotify:track:3px2rAPu74ltbkf9eZsZ8h,71
9199,spotify:track:4CrrRzErpXpnhMISHbz2j5,0
9200,spotify:track:4kxbttJlAfRvzIJy3RtWUB,0
9201,spotify:track:59tg0OPhiHlbsVZ9GFqUk5,0
9202,spotify:track:747eWJy8c3u09N30NSqSTp,0
9203,spotify:track:0or0gNaKAXYYCsOrpvRzAu,0
9204,spotify:track:5mp0q3FCozSGgSPeedmEwW,23
9205,spotify:track:0BKmVgUMJGjlPB4nJRECEH,46
9206,spotify:track:6eKJ8mvi6Ol8aAKjAhYeay,0
9207,spotify:track:4YlcvkQeZhMdslqk6HI4oQ,25
9208,spotify:track:0tjfognbowyFM3RHTdxjPK,60
9209,spotify:track:1wYZZtamWTQAoj8B812uKQ,66
9210,spotify:track:4Zln13lT2WL0IaD6cZg9G1,43
9211,spotify:track:6uRsPzgLfDtGWLhqf7pjco,25
9212,spotify:track:0cFlXjTxFdMGGPfLVpt3Wv,50
9213,spotify:track:68WCHvnx4IPkzvgEyHXkGD,0
9214,spotify:track:1YP1DBYjdPpMx8MFCigPnC,0
9215,spotify:track:2NDdA00VDsuiBJGEQJxPVI,0
9216,spotify:track:4OTP2BUcJvgFwAQNdEQ9E1,19
9217,spotify:track:7Jw1V7CzU9xvVSEONbHOD3,36
9218,spotify:track:0Kb43WhfwnVCroQhAxHs6n,34
9219,spotify:track:3AQId8HzcpZgDqktKakBR2,23
9220,spotify:track:35sNK23iMCXjDsJa42rZDg,0
9221,spotify:track:3gHFKiDanj4d2rqgHlRFFc,55
9222,spotify:track:2BstRQGodshjGpeDGQiNgo,70
9223,spotify:track:1GLmaPfulP0BrfijohQpN5,64
9224,spotify:track:1zZdGnwXDLfVe8V2bclJQh,0
9225,spotify:track:3WM6tIsJ5OgbWUc4hKiHpF,10
9226,spotify:track:61OP9LWeU5qS7AIfQNkami,20
9227,spotify:track:2IYwyGl0oRRUwKHpU6FTr3,36
9228,spotify:track:206HN0PPAzTNTOxMKzSBUK,0
9229,spotify:track:3aBwdmDksm7NMKZ6uEXmn2,46
9230,spotify:track:1cqTNdS3yTMaW9RxW2fZWT,42
9231,spotify:track:7LCi2keIXNlDOuj9PSkqgt,35
9232,spotify:track:0vaqXI37M1v9RfiP1BI0t7,64
9233,spotify:track:4r5yle9whdWDsA6ApFGaZj,65
9234,spotify:track:6QN2LDi1HULluoF0cETe6H,58
9235,spotify:track:276bAkEjn6stlbAHQtynLz,46
9236,spotify:track:42alprYTLPWivGUUbuR4dD,42
9237,spotify:track:07ncdJ0EdM2gXZkepFzuc1,51
9238,spotify:track:1sS7k3VZRTjyfCoDlTskBD,0
9239,spotify:track:6Z31l856yEwyJqSBe3qLZ4,66
9240,spotify:track:0kazeU2qoJTaIYq9FOao0o,30
9241,spotify:track:31wNIs29IVYgzFNMC7O2te,41
9242,spotify:track:1sqlq5ywBy9hkqm8O3Z0ZR,51
9243,spotify:track:52tjuUrAxjy7yJ4dXN7MG0,43
9244,spotify:track:5fHkJ1a7v0JFPiT9rFQI8U,51
9245,spotify:track:73sVU2NvFYSsuNVI69qQMi,64
9246,spotify:track:7tHyUQkwOfVJ3QfQNHWnzE,0
9247,spotify:track:05BkWRVy0cubbSnsyzw2lu,60
9248,spotify:track:5xmaJCdZm0kzGa7wajm5Eu,38
9249,spotify:track:5tSoJZzeELbK89nHEitp66,39
9250,spotify:track:3ngh2nS1P1GOr6qDGzwojQ,59
9251,spotify:track:34QNuVkT7tyP9TdDGrtZYk,37
9252,spotify:track:7yauACZG3UPOYKwyWFnQkB,37
9253,spotify:track:7imETws52ZomXq75WfgUdY,52
9254,spotify:track:2o1MlejOS4ANLfAub5Yq2o,39
9255,spotify:track:2Aelsvx3n9fJREYCS8uIX3,38
9256,spotify:track:38GjgoCoXBStVNBBgl6Ove,55
9257,spotify:track:74OPzQUZXb8cPwyaewLo58,54
9258,spotify:track:4PKQ3AkEH4OW92hNciAwQG,44
9259,spotify:track:6f3hwf7oQb22QiresBLhIP,32
9260,spotify:track:6fjuSP6qO3qiprkkms5dUQ,35
9261,spotify:track:2IHWHpC6E2xxaxN21dx58T,52
9262,spotify:track:236GZt6rDEFODrNREOlUaF,35
9263,spotify:track:3UjbaE0jxoyDNpkdOQ4gSF,38
9264,spotify:track:1Tig3lrgKWsWJZKXeceUpQ,39
9265,spotify:track:5WROjohG9REh97HQifR5Vf,49
9266,spotify:track:6du2h0Y8CWEz0EHkyITOGD,0
9267,spotify:track:7avOlwT4dRe3xr1RH82k4d,49
9268,spotify:track:6qYidY706dT5LxQSmbTg94,55
9269,spotify:track:776JWgzwNZsCnnRD2pnDmh,41
9270,spotify:track:5h4GpZbLC7xYyIpOP8bkbH,25
9271,spotify:track:0zb4JbdFXigxGW1LmVbaS0,27
9272,spotify:track:7Jd4nhiiyWs41KpZqCfYL7,25
9273,spotify:track:40cVQj7FN9WmRCcNGcetZn,34
9274,spotify:track:79y4fe9RE0KtxXGj4WmRT5,64
9275,spotify:track:2VPcU3VQ3mPsESykpwpZBv,42
9276,spotify:track:1g5I6Ns9TOz1XWJ968D2Zu,51
9277,spotify:track:1Nx0HlEYU5ecaYXnGbxIHM,50
9278,spotify:track:4QNG4X8Kph67GRGZC5TnAu,39
9279,spotify:track:1dTkzRtw7b1dFTzuI1vB4W,38
9280,spotify:track:4P021cCaKYT9PeaxzHYfs8,33
9281,spotify:track:0up5AIvNi85H95iC58go0n,0
9282,spotify:track:7LwdNIPS8wgb45ubz21KXB,0
9283,spotify:track:37lKRxyHSf9TGUUaW6SQbZ,44
9284,spotify:track:1ZjfE0rjZ79eZb8scsRpYF,50
9285,spotify:track:1yX8muk2Qfl4PDtYnRL7Dv,0
9286,spotify:track:1rLJYbpQGQZxSyJ3oj8bfq,0
9287,spotify:track:1OtSKgBlgYA1jxCaYyj41Y,0
9288,spotify:track:60Dupy8ohLqRuurKAXX3rG,0
9289,spotify:track:7EhGmaNSzygWJPWvhvKdDh,16
9290,spotify:track:0WqZzXbqmJWerkYCASxysd,34
9291,spotify:track:5goQTV7s1rSvYn6nuVHECz,52
9292,spotify:track:4fe8GrogLMvp4QjB3niuFc,29
9293,spotify:track:5bBUDJUfGcG7eFy3Bf4fXv,56
9294,spotify:track:4tQcyj5488alHT1ZgFduzn,59
9295,spotify:track:4Pwjz3DfvfQWV0rO2V8jyh,65
9296,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs,73
9297,spotify:track:0bcCgRudYZ4kiOHZNZfqxU,0
9298,spotify:track:4fVqQKbROkz8Z9FFJS7vls,0
9299,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,77
9300,spotify:track:3ODXRUPL44f04cCacwiCLC,59
9301,spotify:track:75izAeHlGuOgA865CFDyIv,56
9302,spotify:track:4oFtLSgHyZPNYDCcANhTnO,60
9303,spotify:track:1bxEpNR75Hq3T2oF9AZjt8,60
9304,spotify:track:72hFOhhhnOJZnnp6uVOgPn,56
9305,spotify:track:1WT11QmhZutciEv1NsHt1R,54
9306,spotify:track:6fAyRZ0GHuuvSOEIOwi58N,53
9307,spotify:track:0d0jsoba88SpOoFxCxA2rZ,57
9308,spotify:track:7ALEBJ8LOQqXVJ2tqnXtoH,59
9309,spotify:track:3q2v8QaTnHLveAQzR6gvYm,60
9310,spotify:track:2b3KgzISdjZVNPJJ1945nw,0
9311,spotify:track:31Yebmn7gDvxc0yjRV8M5t,51
9312,spotify:track:0bP9mtOuBLMQ7L0DP2wPwj,44
9313,spotify:track:5Mtt6tZSZA9cXTHGSGpyh0,61
9314,spotify:track:5UHjWOJA6MDl1g3x2HC68V,52
9315,spotify:track:5vuJuBqwzHJgCA1ysRfwxZ,55
9316,spotify:track:7M2cKcvCnflzp9WcxGjlbm,44
9317,spotify:track:1DCLOAT1E5NDZDupAE95ka,42
9318,spotify:track:1S6NpdvFXqHZfPUUEOIjtG,47
9319,spotify:track:6ff9CLXYk39PKFYoYCYeog,45
9320,spotify:track:53mCo1wDJ12iZNq9LgIeg2,49
9321,spotify:track:2AyFYSaJjz9XMc0kMr1R3a,47
9322,spotify:track:5kpnUpMNV9dPNCKY7JtW3Q,36
9323,spotify:track:5dorshpG6ZHpPDFNkbzCA1,32
9324,spotify:track:2iXm6lM5KNUHOGP5OQSeyA,44
9325,spotify:track:3r4S1J4YCkx2fuqH2eL9fz,46
9326,spotify:track:6TLSA1Tmw8RQxvAioq6je6,54
9327,spotify:track:0iMN420Q45isZVNlAqzPTW,55
9328,spotify:track:2HyjslXPfwBapec3F6FppD,43
9329,spotify:track:7unx2Rvsq8D0RfOLRXclTA,56
9330,spotify:track:7A3ETuOrieyx9KSF0sn0Zf,57
9331,spotify:track:3gl1RenSXn1biKijZ1qvky,0
9332,spotify:track:6jl01C724Mk68qlOQLco5I,0
9333,spotify:track:12bCgkFnyyTI8B1OmmRhbx,0
9334,spotify:track:5DO1SazQppcsKQ1c1JpyQz,0
9335,spotify:track:1eRBW1HcyM1zPlxO26cScZ,61
9336,spotify:track:2UOYzhusMTypF7oAQwksCj,59
9337,spotify:track:7uWVT3UkCAZyANvv0bdyQn,63
9338,spotify:track:530J9GupahE2O4a1iVkQxB,51
9339,spotify:track:2iAPQ5Stbj7CIUThV8Udxq,46
9340,spotify:track:6i6cWTCYBOKEdJnWjzm2yk,63
9341,spotify:track:3tK9aXMLi2QSMvxAS7rpv5,53
9342,spotify:track:5c7yH6ivcTqyHcMkHWTiFY,0
9343,spotify:track:0A2lJqfi04TKDTJYoKBxa9,54
9344,spotify:track:3rKm06e333M0RWUETv1tKT,10
9345,spotify:track:6TCk1yecQRDU5sXG3vjTYj,49
9346,spotify:track:5aqMSfuVFgGVYwGT91DI1o,15
9347,spotify:track:4gs7cJGp7naABVv2tCj6zT,12
9348,spotify:track:1cB0Iy5hlFOtZJcmbL17JE,0
9349,spotify:track:4Kv1ZCTgYCiSEsqo6Gqu5T,19
9350,spotify:track:0xU4fNjHxD6zds4yB8YBRK,19
9351,spotify:track:72k0cz7FXst1lm66Ee50RL,17
9352,spotify:track:3s3szIJ2xFzcz9maEkX5OL,3
9353,spotify:track:6WeTIbIbNDHSUi6Kkfwz1H,18
9354,spotify:track:3TOK5TaDxaBBLHHOahMeZF,0
9355,spotify:track:3kefKqe8bbgaf8FcLU4A7n,0
9356,spotify:track:3t88LwG7YdyS3NDh3Sy8M6,13
9357,spotify:track:6v3PrrpKQaXfQior1K7Zi2,47
9358,spotify:track:4K9QqQjt1tmDWyJaJXKq2r,0
9359,spotify:track:3TmIn0y9q2BoVNc2bNdVGP,32
9360,spotify:track:7nEh3b8LuRsWKGULovC7Gb,0
9361,spotify:track:4BUotQbgxJxthjPdi6Ozzv,29
9362,spotify:track:3pQRaSB4OMV3zOYSr8HncF,0
9363,spotify:track:1sxYNHqLspnfKXPpjsvLds,3
9364,spotify:track:7Gs3otHnZDq514kFHf0nx7,64
9365,spotify:track:5trW3r6R5Eobr8Z35gXE6o,36
9366,spotify:track:7MTIDmToGs0I5Oue9V0CHl,63
9367,spotify:track:6CdkAjZAHPYkV6C9wjMi0L,42
9368,spotify:track:5B0WISmCAb2WFrpFsVdK5E,43
9369,spotify:track:3uYm4MtU6jUQft2DtGqEoZ,70
9370,spotify:track:0QdyqVGmNIEqxIMTFXvvO3,32
9371,spotify:track:6cbVp9abjjESjHgqjM1bWm,55
9372,spotify:track:5DLTuH4A5VZB2HKpqHQR6t,68
9373,spotify:track:5w1vhNA2OEWUQ371QzyMmM,56
9374,spotify:track:6Pw3Gvw4wNMZfTYZa6IQal,1
9375,spotify:track:2ZBfTcQM9S3yTLKhHrvCnQ,39
9376,spotify:track:0ESJlaM8CE1jRWaNtwSNj8,72
9377,spotify:track:5fu9WzCJm7cKoU0zUrCfi3,35
9378,spotify:track:3HKUYCeNaaT8YwCW1NFuCV,2
9379,spotify:track:2N3LQk27fglVbVqQ8zA6lQ,46
9380,spotify:track:71kZP3u1h27zyjfULjSxPT,52
9381,spotify:track:7zLUZyE6sNuU5pMRieg3at,37
9382,spotify:track:5z9x3YY4jnP5W9earHccWu,0
9383,spotify:track:3bkcmsP2pcRAczoFtWqntt,0
9384,spotify:track:6XDSSxwOntlKPkE6wVzucb,54
9385,spotify:track:1sYSP7gKa5kdKIfhANfori,69
9386,spotify:track:6PS9AdyOKTPwlDPfLzJ7Ow,57
9387,spotify:track:3BFrR2hemusNSuiuNWXUqO,64
9388,spotify:track:6oydH4kg19T0VMEW5xjZhN,50
9389,spotify:track:5zPaLPbKwa7cg5P2ESV0dp,42
9390,spotify:track:1lntL1cI2UIWlxjL5QiN8g,0
9391,spotify:track:7f1M8ElwbsDozUiWkoAN3I,56
9392,spotify:track:54i6YAQkZImwWjmzPrQeqd,0
9393,spotify:track:4d4HBQC6uBFzqnxIGpotVo,33
9394,spotify:track:0IsuyquSKlYA9IcWL5DxGM,0
9395,spotify:track:2jQiSYrwJehQAcuaaQrXnS,72
9396,spotify:track:4mU5iXHeLgbR94siF7p1sY,68
9397,spotify:track:5moUyr5BliVwQpLYzfn5tr,0
9398,spotify:track:7xq3uN2toVZ8IbNzfTucyJ,63
9399,spotify:track:11a6GzsfPoLY1bVw3IFeMs,53
9400,spotify:track:282L6SR4Y8Rs0VUgtEy1Zw,38
9401,spotify:track:7HytU9V8vMCUayply0lYBq,63
9402,spotify:track:0lpRp9KzzMbC0w1uiL7H7f,53
9403,spotify:track:3cCxoOgfi6hgt8MNteuiiD,67
9404,spotify:track:0dPBlz8N0veeceejtuvpPz,0
9405,spotify:track:1i6eoKAP8V6kVeW5FHxW8q,43
9406,spotify:track:6f1nXh4PrmOhgTzBui72L6,0
9407,spotify:track:0FkKoIRproCB2faGlpPtry,43
9408,spotify:track:5vG7iwUFxDI8xSDfya1Ist,51
9409,spotify:track:0AxuvWeoEODrAkPJQ5X0ls,57
9410,spotify:track:4GjRDgb77p27GQnbZpv1OJ,53
9411,spotify:track:2ACOWPLUe4A4KuQ5ioD2od,71
9412,spotify:track:6AIte2Iej1QKlaofpjCzW1,61
9413,spotify:track:0YywjDvFudcaHG74NuWISy,67
9414,spotify:track:4x0wdP2Kux6GYj2bAWHyO9,0
9415,spotify:track:6fTdcGsjxlAD9PSkoPaLMX,66
9416,spotify:track:5hgnY0mVcVetszbb85qeDg,70
9417,spotify:track:5QWdUMyY68SVAWDr0d6Syb,23
9418,spotify:track:2yrJ1jWo3HLksJFUqUsZE4,67
9419,spotify:track:4Zz7qwjSgxs9sRnOP2KjHb,49
9420,spotify:track:06XnIl6oFvSnbVvRwOPvY7,35
9421,spotify:track:1tTV7mRV9uB2Nr9VcwkuFX,58
9422,spotify:track:2VPjeDCsNEyoUXbEwphx1K,49
9423,spotify:track:6TaqooOXAEcijL6G1AWS2K,74
9424,spotify:track:6rnl5HwEvhsD3wZ6MXZzBp,0
9425,spotify:track:07VBqWH6NG8L2ad3l84UKk,70
9426,spotify:track:2mZF9Se9RWzjxK6EnXvIZG,52
9427,spotify:track:6jbyBV6qMQiY5wgkwdXJqZ,0
9428,spotify:track:4RSYgNxty83tnXcexSdgVA,48
9429,spotify:track:5iyFrZpv5f4oWQCWMKfj52,53
9430,spotify:track:79MSEdtXuudhGhC5AtG07g,74
9431,spotify:track:4STaHtfguDMkWbPEo6Fwcx,62
9432,spotify:track:1UZ25gykR30Oewh3dBRtVZ,65
9433,spotify:track:6m7CKXj6KatyQfJV9vK5oC,40
9434,spotify:track:6eH0vTMo40p9Jbp67ZmUmC,47
9435,spotify:track:42qkuB9NAWcsMVP3BwYP5L,26
9436,spotify:track:2bCLwbMQHgvcDC6zGUzQZP,0
9437,spotify:track:7vGRXiYWFk6NjUnsNjQJQd,54
9438,spotify:track:2RV8KsoOJbKdTURDpRnP6I,0
9439,spotify:track:0quqp7sNqZnyrePWcTPfpi,52
9440,spotify:track:3un2KQUaQ2brEpd8dK93wI,61
9441,spotify:track:16Ah4QqH4mgYVXqfC4mdSd,66
9442,spotify:track:7MYSVvlHKd9AUsLeMucMsJ,50
9443,spotify:track:0qhCDQuqUm6wbJjAk7SlHR,0
9444,spotify:track:4fwFP5AWlh3zTZQOdbMlMi,41
9445,spotify:track:1RSL0AkbRrxgjiRRQubpRn,28
9446,spotify:track:5OTH21tpmWn9YL3XzfB8AX,50
9447,spotify:track:7c86ULTZD9eNdAbJDQLRaC,49
9448,spotify:track:3hJf9RCc6jLId4U99rSTa2,30
9449,spotify:track:62cG1MPSPrmXDR1Udcgx78,13
9450,spotify:track:0tdXSXkovsILEjciXkn6ks,0
9451,spotify:track:4quHjAcx00DzkEiJxjtSe4,0
9452,spotify:track:0VWHB1MzsKkkeAIUqzRRao,9
9453,spotify:track:1G2JQVuAfSfgjgaPiHht5v,10
9454,spotify:track:2BKHfWdR9BtyhZUPrLYIfk,14
9455,spotify:track:7fBEjVhFtSaE1d47NkpsGM,3
9456,spotify:track:6xT6POT2QEHBZN4mI6sb7c,27
9457,spotify:track:5RePFldQaYKHcZ4sLYg88a,0
9458,spotify:track:2VBo6OXRntDFDCzeXYZq7D,0
9459,spotify:track:1u1XTfuVFbc8RM2qZPMvfG,37
9460,spotify:track:2xl1L3AX0N7rLyPvfschwA,0
9461,spotify:track:0DNQYBXL9Vz84GA8Ob66aE,37
9462,spotify:track:5PjnItm1TRbIu4xTsgFjrD,0
9463,spotify:track:51SbKLIQeTEGyjVjxwBIlA,2
9464,spotify:track:4ZdG8OyIV7WfjBReUNLQl0,43
9465,spotify:track:3stuliHpnexsTj6uXFJ5iI,45
9466,spotify:track:0oKGnCEvcg85EQGJEv9A65,0
9467,spotify:track:1iAqQMUVtp5E1EYJkqZw2g,58
9468,spotify:track:2NLiNFOguoAJZiL7bzMss6,0
9469,spotify:track:3cPTM0lmxdaTdonEe7MkRf,0
9470,spotify:track:58G8pt6eWGJpcpIEVdvqcj,34
9471,spotify:track:1J98gQNlyo4SiQhjBnVapV,0
9472,spotify:track:3TjbpRjtWYHFwigdLMr8Zl,47
9473,spotify:track:1vih5P18jbruF8deIHmyba,14
9474,spotify:track:6Ttn0UJcetXgacmqMWmPS8,23
9475,spotify:track:3leMmNhWXhZqompaiR76tm,0
9476,spotify:track:4M02qbwRJq9eZcKQxxzoy5,24
9477,spotify:track:1vI9XofqLxSkCYeNLWdBzo,24
9478,spotify:track:0WfPUT4eK5q1cpqtJW1zJs,25
9479,spotify:track:6kEP5D8D9xongkcKnTNcxa,0
9480,spotify:track:1FEE0wRzmiUqGvzYwkzQ7C,30
9481,spotify:track:3oyDCyYFhWRrK5lDLX9hXt,0
9482,spotify:track:065JpMm3wBounTRtaoqVyS,42
9483,spotify:track:2sJGQipVS9ueplaND1TvjT,45
9484,spotify:track:1oulMPW26ZU6XtRMZpZw5G,23
9485,spotify:track:1ZOP0LhUVCLxCTuWNNdUXh,22
9486,spotify:track:5rgukqlCowrFmIIAF4Cs8u,34
9487,spotify:track:0X6zo3gCOaS6ccC7IT9Emf,38
9488,spotify:track:1V3eyBz3pfkn9lBOlfle4x,57
9489,spotify:track:3T1CKrdMfrXJC5VXC19LUm,40
9490,spotify:track:4Bz3lqNehZ0sOw4Ej1L6LT,13
9491,spotify:track:5eI4A8CUDqcLSSZTtJjo0m,1
9492,spotify:track:34Uv9CGMn2tMbjFVy2NFT3,25
9493,spotify:track:4jRDcnmxxRPACTgrsBQMFg,2
9494,spotify:track:2GLmHBt2pgZpjA8FKnlAw1,0
9495,spotify:track:7i7O1m4xDFc7B1YZImUmvL,30
9496,spotify:track:3XCLxaenjpY2O610ykcdQJ,33
9497,spotify:track:0Cpd4t3jz7PmyQIRohKEt7,31
